imageUri,goldenAnswer
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_2a2cbe8ed745506c0f27146601114b5d.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_7a9710b01dd6c59431683330e7dcfd77.jpg,"[""Hip"", ""Gabled"", ""Flat""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_00826.jpg,"[""Hip"", ""Flat"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_bda550b5d8b7a2a827777ee9d363d5f2.jpg,"[""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/VH2658517_328659.jpg,"[""Gabled"", ""Flat""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_629d22c2a8bf1a70992847f7c5229149.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_4c6bb107d7c69f523ba2db7f69575ec5.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_00380.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_227e2cd216145b879a20c42a8d99298e.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/H2054035_313921.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/Hsbloom5124_27_28.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_f0da188a9bf50c3f22b42c0374135f1a.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/1584039_139269.jpg,"[""Hip"", ""Gabled"", ""Flat""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flop-b7bad820-4f5f-11e9-87e5-0242ac110004_masked.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_14dc50f20379b84c4a68a862b25bc5dc.jpg,"[""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/427577_128680.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/V458276_248286.jpg,"[""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/Hsbloom2307_23_0.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/7b8f2580-5e83-11e9-a113-0242ac110003_masked.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_11fe83e687e29df388d4baac4fcd7ac7.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_6dcede03b0401e8deaba6d42f5d17d05.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_293aa7666f3cf709c4ac38940cf102d4.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/Hsbloom5915_41_39.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flip-miamidade_fl_356894_171229.jpg,"[""Gabled"", ""Flat""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_01321.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/miamidade_fl_139253_171229.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flop-37febd04-5e73-11e9-8665-0242ac11000a_masked.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/Vsbloom12283_20_32.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/Hsbloom7154_12_22.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_01360.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_02829.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/sbloom14411_4_-4.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_0101899c6441965b171f71d7d0fdcf36.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/1194503_130331.jpg,"[""Gabled"", ""Hip"", ""Flat""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_00002a53b3aba1924afeaba426b99042.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flip-0c958922-5e78-11e9-aefe-0242ac110008_masked.jpg,"[""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/VH2146314_102347.jpg,"[""Gabled"", ""Flat""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/Vsbloom7538_37_15.jpg,"[""Flat""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_9a836a0a07847612a95000979f00d789.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/1966884_46960.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_c41b634287d60ad6667ba34b701a78cc.jpg,"[""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flop-26f1849c-85ba-11e9-b8f2-0242ac110009_masked.jpg,"[""Hip"", ""Gabled"", ""Flat""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_02800.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_c3598dfd52689d73b808b73f40fc1e31.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flip-0ce35ce2-5de7-11e9-88e3-0242ac11000b_masked.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/V1772317_3279.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flip-oklahoma_ok_07682274-5f97-4a91-8d4a-4f4cb589567c_5936_180424.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_9d2e6843cbeb465d6b705893fd553c54.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_a93e7cb56c82becd642054bd00128664.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_02008.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_466e08914beedf2f607cb7bcf5c082ce.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/V2523749_180705.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_2f36689ac87c7dce44df14d008c8ba18.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flip-miamidade_fl_175981_171231.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/V2141252_135188.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/VH1149377_309140.jpg,"[""Gabled"", ""Flat""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/VH2129030_43902.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/V1853596_126535.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/V1112254_144049.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_425b3ac6095c97cd341d4af26acd4d7e.jpg,"[""Gabled"", ""Flat""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_02579.jpg,"[""Hip"", ""Flat"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_a2bb204b52115b27cd966e35aafa7d05.jpg,"[""Flat"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_88713774b4e5ae151bd2f6cf6af0d600.jpg,"[""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/005a0696-5d8e-11e9-872c-0242ac110008_masked.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flip-7c4575e0-5d9f-11e9-8af6-0242ac110007_masked.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/H1051248_91865.jpg,"[""Flat""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_32cc3f548daa1325a6daf68df47d2f79.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/V1240035_104986.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flip-miamidade_fl_14046_171229.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/VH2141246_209872.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flop-0591fbdc-5e79-11e9-aa5a-0242ac110007_masked.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_f51e1db18b8ac2e7ad34152b9e46ae75.jpg,"[""Hip"", ""Flat""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/V2120958_122298.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_8ae8c5cd63e609dcd0c02b0a335cffd0.jpg,"[""Hip"", ""Flat"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_d94a923b1bcfd55922a80038a8dce469.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/miamidade_fl_122501_171229.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/miamidade_fl_116418_171229.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_4a11e19394324182bf931cd34457bd5f.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_7de231ff04624a5e1b76e92891d00778.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flip-miamidade_fl_175566_170915.jpg,"[""Hip"", ""Flat""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_ede80cee3d112329bbc6a85fe9086e64.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_02584.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flip-2325e3b4-5e80-11e9-86d3-0242ac110010_masked.jpg,"[""Gabled"", ""Hip"", ""Flat""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_9dca43227a7007ab627ee45906aede2f.jpg,"[""Hip"", ""Gabled"", ""Flat""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/2092805_263522.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_b26f9eb0f40ae5e139b5642c79c488d5.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_75944170523464485af0c4ac1b8970fb.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_c54412f75c7876575d1bb4a91e9354e5.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/H2015023_257563.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/31895906.jpg,"[""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/V2531547_59987.jpg,"[""Flat""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_b7cad5f084b561faa08e8957a0452f04.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_524fa54bb4babd6f052d85e99d0a4950.jpg,"[""Hip"", ""Gabled"", ""Flat""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/miamidade_fl_185702_171229.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/H2121996_49666.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_b92d9fdea64d30027b5cde6b4baa39ca.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/VH2629759_23259.jpg,"[""Gabled"", ""Flat""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/2011735_86073.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flip-041d2936-5d96-11e9-b8c2-0242ac11000f_masked.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_7e54ae4a2904a770e804ab09352743f9.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/VH1965209_74079.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_52df8a0d2d4e4b6bd67f0e6aa1a25e2e.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/7ddbf778-5dbb-11e9-8d13-0242ac110005_masked.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/V138229_138337.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/VH2004579_214979.jpg,"[""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/2555884_261760.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flop-4242df40-5da9-11e9-95ff-0242ac11000b_masked.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flop-miamidade_fl_340649_171215.jpg,"[""Gabled"", ""Flat""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/1239626_37890.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flop-3e07181a-5d9a-11e9-ac84-0242ac110008_masked.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/H1991142_165991.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/137647.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/ab10de82-5d9f-11e9-8973-0242ac110002_masked.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_6be0775343bb41f7b924492ab5c3d711.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/176aeb9a-5e7c-11e9-b48f-0242ac11000a_masked.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/V458640_32268.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_693b203d08da8ba8a64d2e5ff18b258f.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_02032.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/VH427577_220846.jpg,"[""Gabled"", ""Flat""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_130ac0c6d8905b24a2438eace3b7000c.jpg,"[""Hip"", ""Flat"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_4574fa9a1951963cb5757a1604ecf698.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_d4044a08105faf13812072e6d35f823f.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flop-0ea1d661-e0b1-45f4-9c16-edd5074ea549_eddbe650-137d-451b-883a-7275a8e4c50c_100802_181124.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_bb4fb21881b3171079e47b0e6363c009.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/VH1723825_150278.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/H1218836_679.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_bf5ecb43a9792beba7da707666911a5d.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flop-e3d33760-5e76-11e9-bb1c-0242ac110002_masked.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_1b8bd67a3b2cbc78a1a875a443818f6c.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_01819.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_02723.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_c933e0b47c2373ec6c07a5417c4c8491.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/VH2116307_66198.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_1e2f3d6c731f6f489896780b1d1b83d6.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/1198527_180895.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/V2041304_107358.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/VH2143179_222118.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/2091664_139978.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/H2683586_60.jpg,"[""Gabled"", ""Hip"", ""Flat""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flop-oklahoma_ok_46336910-854e-4765-ab2c-899db98ec9d9_302968_180424.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_00406.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/2121113_231224.jpg,"[""Gabled"", ""Flat""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/tulsa_ok_26777664-4919-48eb-831e-6b262feaeffc_18821_180827.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_b8cd0de842fbb1fd76d36560a7f198ad.jpg,"[""Gabled"", ""Hip"", ""Flat""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/VH2102468_294257.jpg,"[""Hip""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_fd0a807fd1701ac8e77cec7dffa0f13a.jpg,"[""Hip"", ""Flat"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/H1566807_262663.jpg,"[""Hip"", ""Flat""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/1012923_201176.jpg,"[""Gabled"", ""Flat""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_d34fa94ce1d3fb35d88e70760874a47e.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flop-c1d7e024-5de6-11e9-b930-0242ac110002_masked.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_02698.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_242c4a56a6d7beb65bb6c0f65c0e3010.jpg,"[""Hip"", ""Gabled"", ""Flat""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/Vsbloom21470_24_32.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/f92e05ec-5dde-11e9-80c0-0242ac110010_masked.jpg,"[""Gabled"", ""Flat""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/V2045810_238542.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/VH2019246_176289.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_02003.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_def9cf854cf559fe2e0b5011a4099eb9.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/H500489_32167.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_9547e2aa6d3513c638e5217521091b6c.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_cfe4d81cccddc65fa2f3cb0dc9bb032c.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_f6a88ae1ea32fd4510b4b0f8ca188cb3.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flip-d9ed0f32-5e85-11e9-909b-0242ac11000d_masked.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/H2529057_243799.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/2141246_209872.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_f28e5f6ef7315c6a14ff3388d5e1cd15.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/V1345672_317518.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/2116307_66198.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_1ca4c38f584f52b76bfd17fb72e27f4a.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_159bc4b980257b8dfd5f87a9ee724623.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_7f14c52e54f91b07bd640b37a33f63be.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_02901.jpg,"[""Hip"", ""Gabled"", ""Flat""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/962667_51316.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_02506.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_7bcd6e08c6a1f15d7134d7d6b0144acd.jpg,"[""Gabled"", ""Hip""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_dd65bdd5444dcc6d6652c1813c349eb0.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_413bc8215d848143394fc70395a064dc.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_02180.jpg,"[""Hip"", ""Gabled"", ""Flat""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_00791.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/V2153061_52353.jpg,"[""Flat""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_31a888f5025f7f014f351372a98103e2.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/H1850866_23780.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/flop-0c300a2a-4b64-4e66-a3db-c8dfd75d2578_1020843096_10122_181027.jpg,"[""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/V2029484_184127.jpg,"[""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_8890ece54eac491df5c7cf763f1a6893.jpg,"[""Hip"", ""Gabled"", ""Flat""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_960345d0ccc3860bec7f220c8c863c7e.jpg,"[""Hip"", ""Flat""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/VH2049672_84268.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/label_images_0a7cb60780171ef73a1bb067db1b555e.jpg,"[""Hip""]"
s3://ev-ml-data/yifan/for_indra/v0.2/mix/label_images/EV_01093.jpg,"[""Hip"", ""Gabled""]"
s3://ev-ml-data/haylie/roof-cond-qa/v6_old_train/poor/label_images/VH1232687_324853.jpg,"[""Gabled""]"
