imageUri,qaCorrection
s3://qa-manager-prod/golden_questions/1608741835/380/441_29.40361424_-94.92006066_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Type_Mixed"", ""Condition_Fair"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/380/441_29.40361424_-94.92006066_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/380/441_29.40361424_-94.92006066_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Type_Mixed"", ""Pool_No"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1608741835/381/442_29.89425822_-93.91559191_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Condition_Poor"", ""Material_Shingle"", ""Tree_None"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/381/442_29.89425822_-93.91559191_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Hip"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/382/443_29.40702698_-94.93318513_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Type_Hip"", ""Tree_None"", ""Pool_No"", ""Condition_Fair""]"
s3://qa-manager-prod/golden_questions/1608741835/382/443_29.40702698_-94.93318513_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Type_Hip"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/382/443_29.40702698_-94.93318513_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Hip"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/383/444_29.4068624_-94.93367473_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/383/444_29.4068624_-94.93367473_ortho.jpg,"[""Solar_No"", ""Pool_No"", ""Material_Shingle"", ""Condition_Fair"", ""Type_Mixed"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1608741835/383/444_29.4068624_-94.93367473_ortho.jpg,"[""Material_Shingle"", ""Condition_Fair"", ""Type_Mixed"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/384/445_29.40664044_-94.93306378_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Type_Hip"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/384/445_29.40664044_-94.93306378_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Type_Hip"", ""Tree_None"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/384/445_29.40664044_-94.93306378_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Hip"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/385/446_29.40748083_-94.93297682_ortho.jpg,"[""Solar_No"", ""Condition_Fair"", ""Tree_None"", ""Material_Shingle"", ""Pool_No"", ""Type_Hip""]"
s3://qa-manager-prod/golden_questions/1608741835/385/446_29.40748083_-94.93297682_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Type_Hip"", ""Pool_No"", ""Condition_Fair"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1608741835/385/446_29.40748083_-94.93297682_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Hip"", ""Solar_No"", ""Tree_None"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/386/447_29.40709145_-94.93294297_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Type_Hip"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/386/447_29.40709145_-94.93294297_ortho.jpg,"[""Pool_No"", ""Solar_No"", ""Material_Shingle"", ""Type_Hip"", ""Condition_Fair"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1608741835/386/447_29.40709145_-94.93294297_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Hip"", ""Tree_Low"", ""Pool_No"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1608741835/387/448_29.40668075_-94.93268582_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/387/448_29.40668075_-94.93268582_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Mixed"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/388/449_29.40657154_-94.93262128_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1608741835/389/44_29.38654536_-94.99268898_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Pool_No"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1608741835/389/44_29.38654536_-94.99268898_ortho.jpg,"[""Solar_No"", ""Pool_No"", ""Type_Gabled"", ""Condition_Fair"", ""Material_Shingle"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1608741835/389/44_29.38654536_-94.99268898_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/39/134_29.29858209_-94.91921266_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Type_Hip"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/39/134_29.29858209_-94.91921266_ortho.jpg,"[""Material_Shingle"", ""Condition_Fair"", ""Pool_Yes"", ""Solar_No"", ""Type_Hip"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1608741835/39/134_29.29858209_-94.91921266_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Hip"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/390/450_29.40660029_-94.93268414_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/390/450_29.40660029_-94.93268414_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Mixed"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/391/451_29.401272499999997_-94.92252836_ortho.jpg,"[""Type_Mixed"", ""Solar_No"", ""Material_Poly"", ""Condition_Poor"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/391/451_29.401272499999997_-94.92252836_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Condition_Fair"", ""Material_Poly"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/391/451_29.401272499999997_-94.92252836_ortho.jpg,"[""Solar_No"", ""Pool_No"", ""Type_Flat"", ""Material_Poly"", ""Tree_Low"", ""Condition_Fair""]"
s3://qa-manager-prod/golden_questions/1608741835/392/452_29.41048257_-94.91686657_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Condition_Fair"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/392/452_29.41048257_-94.91686657_ortho.jpg,"[""Solar_No"", ""Condition_Fair"", ""Tree_Low"", ""Pool_No"", ""Type_Mixed"", ""Material_Shingle""]"
s3://qa-manager-prod/golden_questions/1608741835/392/452_29.41048257_-94.91686657_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Mixed"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/393/453_29.41081853_-94.90189216_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Condition_Fair"", ""Material_Shingle"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/393/453_29.41081853_-94.90189216_ortho.jpg,"[""Solar_No"", ""Pool_No"", ""Tree_None"", ""Material_Shingle"", ""Type_Mixed"", ""Condition_Fair""]"
s3://qa-manager-prod/golden_questions/1608741835/393/453_29.41081853_-94.90189216_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Mixed"", ""Tree_Low"", ""Pool_No"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1608741835/394/454_29.41372035_-94.93177338_ortho.jpg,"[""Pool_No"", ""Type_Hip"", ""Tree_Low"", ""Material_Shingle"", ""Solar_No"", ""Condition_Fair""]"
s3://qa-manager-prod/golden_questions/1608741835/394/454_29.41372035_-94.93177338_ortho.jpg,"[""Solar_No"", ""Pool_No"", ""Tree_Low"", ""Type_Hip"", ""Material_Shingle"", ""Condition_Fair""]"
s3://qa-manager-prod/golden_questions/1608741835/394/454_29.41372035_-94.93177338_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Hip"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/395/455_29.41560666_-94.93048788_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Tree_Low"", ""Pool_No"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1608741835/395/455_29.41560666_-94.93048788_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_Low"", ""Pool_No"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1608741835/396/456_29.41571255_-94.93007612_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Type_Gabled"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/396/456_29.41571255_-94.93007612_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/397/457_29.41289624_-94.93664948_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Tree_None"", ""Pool_No"", ""Condition_Fair""]"
s3://qa-manager-prod/golden_questions/1608741835/397/457_29.41289624_-94.93664948_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/397/457_29.41289624_-94.93664948_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Mixed"", ""Solar_No"", ""Pool_No"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1608741835/398/458_29.40753933_-94.93318143_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Type_Hip"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/399/459_29.407572299999998_-94.93366166_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Type_Hip"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/399/459_29.407572299999998_-94.93366166_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Hip"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/4/102_29.45950346_-95.09919462_ortho.jpg,"[""Solar_No"", ""Tree_None"", ""Condition_Fair"", ""Pool_No"", ""Material_Shingle"", ""Type_Hip""]"
s3://qa-manager-prod/golden_questions/1608741835/4/102_29.45950346_-95.09919462_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Pool_No"", ""Type_Hip""]"
s3://qa-manager-prod/golden_questions/1608741835/4/102_29.45950346_-95.09919462_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Type_Hip"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/40/135_29.50630819_-94.97551504_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Condition_Fair"", ""Pool_No"", ""Condition_Good""]"
s3://qa-manager-prod/golden_questions/1608741835/40/135_29.50630819_-94.97551504_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Good"", ""Type_Mixed"", ""Pool_No"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1608741835/40/135_29.50630819_-94.97551504_ortho.jpg,"[""Condition_Good"", ""Material_Shingle"", ""Type_Mixed"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/400/45_29.38646725_-94.99256284_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Tree_Low"", ""Pool_Yes"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1608741835/400/45_29.38646725_-94.99256284_ortho.jpg,"[""Solar_No"", ""Tree_Low"", ""Pool_Yes"", ""Type_Gabled"", ""Condition_Fair"", ""Material_Shingle""]"
s3://qa-manager-prod/golden_questions/1608741835/400/45_29.38646725_-94.99256284_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_Yes""]"
s3://qa-manager-prod/golden_questions/1608741835/401/460_29.40781923_-94.93366248_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Pool_No"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1608741835/401/460_29.40781923_-94.93366248_ortho.jpg,"[""Solar_No"", ""Pool_No"", ""Type_Gabled"", ""Condition_Fair"", ""Material_Shingle"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1608741835/401/460_29.40781923_-94.93366248_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/402/461_27.647491700000003_-97.29160149_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Type_Hip"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/402/461_27.647491700000003_-97.29160149_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Type_Hip"", ""Pool_No"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1608741835/402/461_27.647491700000003_-97.29160149_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Hip"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/403/462_27.67181148_-97.27888056_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1608741835/403/462_27.67181148_-97.27888056_ortho.jpg,"[""Condition_Damaged"", ""Material_Metal"", ""Type_Flat"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/404/463_27.67200308_-97.27879824_ortho.jpg,"[""Solar_No"", ""Condition_Poor"", ""Pool_Yes"", ""Material_Metal"", ""Type_Flat"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1608741835/404/463_27.67200308_-97.27879824_ortho.jpg,"[""Solar_No"", ""Condition_Damaged"", ""Tree_Low"", ""Pool_Yes"", ""Material_Metal"", ""Type_Flat""]"
s3://qa-manager-prod/golden_questions/1608741835/404/463_27.67200308_-97.27879824_ortho.jpg,"[""Condition_Poor"", ""Material_Metal"", ""Type_Flat"", ""Tree_Low"", ""Pool_Yes"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1608741835/405/46_29.34242235_-95.01071919_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Condition_Fair"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/405/46_29.34242235_-95.01071919_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Type_Gabled"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/405/46_29.34242235_-95.01071919_ortho.jpg,"[""Condition_Fair"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Low"", ""Pool_No"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1608741835/406/47_29.34233452_-95.01054673_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Tree_Low"", ""Pool_No"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1608741835/406/47_29.34233452_-95.01054673_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Type_Gabled"", ""Pool_No"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1608741835/407/48_29.34236143_-95.01045275_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1608741835/408/49_29.34233703_-95.01038569_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1608741835/409/4_26.07357105_-97.20649756_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Tree_Low"", ""Type_Gabled"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/409/4_26.07357105_-97.20649756_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Type_Gabled"", ""Pool_No"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1608741835/409/4_26.07357105_-97.20649756_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Condition_Fair"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/41/136_27.79657296_-97.39293862_ortho.jpg,"[""Solar_No"", ""Tree_None"", ""Material_Asphalt"", ""Pool_No"", ""Condition_Fair"", ""Type_Flat""]"
s3://qa-manager-prod/golden_questions/1608741835/41/136_27.79657296_-97.39293862_ortho.jpg,"[""Solar_No"", ""Tree_None"", ""Condition_Fair"", ""Material_Poly"", ""Pool_No"", ""Type_Flat""]"
s3://qa-manager-prod/golden_questions/1608741835/41/136_27.79657296_-97.39293862_ortho.jpg,"[""Condition_Fair"", ""Material_Poly"", ""Type_Flat"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/410/50_29.52220535_-95.05267725_ortho.jpg,"[""Type_Mixed"", ""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Pool_No"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1608741835/410/50_29.52220535_-95.05267725_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Condition_Good"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/410/50_29.52220535_-95.05267725_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/411/51_29.52228732_-95.0530123_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Type_Gabled"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/411/51_29.52228732_-95.0530123_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/411/51_29.52228732_-95.0530123_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Pool_No"", ""Condition_Good"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1608741835/412/52_29.01841129_-95.43987814_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/412/52_29.01841129_-95.43987814_ortho.jpg,"[""Type_Mixed"", ""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Tree_None"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/412/52_29.01841129_-95.43987814_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Mixed"", ""Tree_Low"", ""Pool_No"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1608741835/413/53_29.0182963_-95.43977553_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1608741835/414/54_29.55118623_-95.41965462_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Tree_None"", ""Pool_No"", ""Condition_Good""]"
s3://qa-manager-prod/golden_questions/1608741835/414/54_29.55118623_-95.41965462_ortho.jpg,"[""Condition_Good"", ""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Type_Mixed"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/415/55_29.40657892_-95.01441349_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Tree_None"", ""Pool_No"", ""Condition_Fair""]"
s3://qa-manager-prod/golden_questions/1608741835/415/55_29.40657892_-95.01441349_ortho.jpg,"[""Condition_Fair"", ""Material_Shingle"", ""Type_Mixed"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/415/55_29.40657892_-95.01441349_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/416/56_29.282728000000002_-94.87392288_ortho.jpg,"[""Solar_No"", ""Condition_Poor"", ""Material_Shingle"", ""Tree_Low"", ""Pool_No"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1608741835/416/56_29.282728000000002_-94.87392288_ortho.jpg,"[""Solar_No"", ""Condition_Poor"", ""Material_Shingle"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/416/56_29.282728000000002_-94.87392288_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Poor"", ""Pool_No"", ""Tree_Low"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1608741835/417/57_29.45157535_-95.04915384_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Type_Hip"", ""Pool_No"", ""Condition_Good""]"
s3://qa-manager-prod/golden_questions/1608741835/417/57_29.45157535_-95.04915384_ortho.jpg,"[""Condition_Good"", ""Material_Shingle"", ""Type_Hip"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/418/58_30.11356608_-94.13422562_ortho.jpg,"[""Solar_No"", ""Tree_Low"", ""Pool_No"", ""Condition_Fair"", ""Material_Shingle"", ""Type_Hip""]"
s3://qa-manager-prod/golden_questions/1608741835/418/58_30.11356608_-94.13422562_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Tree_Low"", ""Type_Hip"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/418/58_30.11356608_-94.13422562_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Type_Hip"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/419/59_30.11375268_-94.13425044_ortho.jpg,"[""Solar_No"", ""Condition_Fair"", ""Tree_Low"", ""Pool_No"", ""Material_Metal"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1608741835/419/59_30.11375268_-94.13425044_ortho.jpg,"[""Material_Metal"", ""Condition_Fair"", ""Type_Gabled"", ""Tree_Medium"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/419/59_30.11375268_-94.13425044_ortho.jpg,"[""Condition_Poor"", ""Material_Metal"", ""Type_Gabled"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/42/137_29.49910938_-95.08893542_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Condition_Fair"", ""Type_Hip"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/42/137_29.49910938_-95.08893542_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Type_Hip"", ""Tree_Low"", ""Condition_Fair"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/42/137_29.49910938_-95.08893542_ortho.jpg,"[""Material_Shingle"", ""Condition_Fair"", ""Type_Hip"", ""Tree_Low"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/420/5_26.07345879_-97.20635920000001_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Condition_Fair"", ""Pool_No"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1608741835/420/5_26.07345879_-97.20635920000001_ortho.jpg,"[""Material_Shingle"", ""Condition_Fair"", ""Type_Gabled"", ""Pool_No"", ""Tree_None"", ""Solar_No""]"
s3://qa-manager-prod/golden_questions/1608741835/420/5_26.07345879_-97.20635920000001_ortho.jpg,"[""Condition_Good"", ""Material_Shingle"", ""Type_Gabled"", ""Tree_None"", ""Solar_No"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/421/60_27.81538142_-97.071642_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Pool_Yes"", ""Type_Gabled"", ""Condition_Good""]"
s3://qa-manager-prod/golden_questions/1608741835/421/60_27.81538142_-97.071642_ortho.jpg,"[""Solar_No"", ""Pool_Yes"", ""Type_Gabled"", ""Material_Shingle"", ""Condition_Good"", ""Tree_None""]"
s3://qa-manager-prod/golden_questions/1608741835/421/60_27.81538142_-97.071642_ortho.jpg,"[""Solar_No"", ""Material_Shingle"", ""Tree_None"", ""Pool_Yes"", ""Condition_Good"", ""Type_Gabled""]"
s3://qa-manager-prod/golden_questions/1608741835/422/61_29.02237014_-95.42481517_ortho.jpg,"[""Solar_No"", ""Type_Mixed"", ""Condition_Fair"", ""Tree_Low"", ""Pool_No"", ""Material_Metal""]"
s3://qa-manager-prod/golden_questions/1608741835/422/61_29.02237014_-95.42481517_ortho.jpg,"[""Solar_No"", ""Material_Metal"", ""Condition_Fair"", ""Type_Mixed"", ""Tree_Low"", ""Pool_No""]"
s3://qa-manager-prod/golden_questions/1608741835/422/61_29.02237014_-95.42481517_ortho.jpg,"[""Solar_No"", ""Condition_Fair"", ""Tree_Low"", ""Pool_No"", ""Material_Metal"", ""Type_Mixed""]"
s3://qa-manager-prod/golden_questions/1608741835/423/62_29.02222903_-95.42482502_ortho.jpg,"[""Solar_No"", ""Tree_Medium"", ""Pool_No"", ""Type_Hip"", ""Condition_Good"", ""Material_Metal""]"
s3://qa-manager-prod/golden_questions/1608741835/423/62_29.02222903_-95.42482502_ortho.jpg,"[""Solar_No"", ""Pool_No"", ""Condition_Good"", ""Material_Metal"", ""Type_Hip"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1608741835/423/62_29.02222903_-95.42482502_ortho.jpg,"[""Condition_Good"", ""Material_Metal"", ""Type_Hip"", ""Solar_No"", ""Pool_No"", ""Tree_Low""]"
s3://qa-manager-prod/golden_questions/1608741835/424/63_29.72671924_-94.69111483_ortho.jpg,"[""No_Building""]"
s3://qa-manager-prod/golden_questions/1608741835/425/64_29.72684643_-94.69296563_ortho.jpg,"[""No_Building""]"
